Episode, CL, CD, cl_cd, Objective, Objective_Value, Reward, Invalid_code, Failed 
1,,,0,cl,-1,-1,1,1
2,,,0,cl,-1,-1,1,1
3,,,0,cl,-1,-1,1,1
4,,,0,cl,-1,-1,1,1
5,,,0,cl,-1,-1,1,1
6,,,0,cl,-1,-1,1,1
7,,,0,cl,-1,-1,1,1
8,-0.0662,0.00569,-11.6344,cl,-0.0662,-0.0662,0,0
9,0.0101,0.00535,1.88785,cl,0.0101,0.0101,0,0
10,,,0,cl,-1,-1,1,1
11,0.1382,0.00599,23.0718,cl,0.1382,0.1382,0,0
12,0.1725,0.0059,29.2373,cl,0.1725,0.1725,0,0
13,,,0,cl,-1,-1,1,1
14,,,0,cl,-1,-1,1,1
15,,,0,cl,-1,-1,1,1
16,,,0,cl,-1,-1,1,1
17,,,0,cl,-1,-1,1,1
18,0.0089,0.00585,1.52137,cl,0.0089,0.0089,0,0
19,,,0,cl,-1,-1,1,1
20,,,0,cl,-1,-1,1,1
21,0.0413,0.00599,6.89482,cl,0.0413,0.0413,0,0
22,0.0247,0.00578,4.27336,cl,0.0247,0.0247,0,0
23,,,0,cl,-1,-1,1,1
24,,,0,cl,-1,-1,1,1
25,,,0,cl,-1,-1,1,1
26,,,0,cl,-1,-1,1,1
27,,,0,cl,-1,-1,1,1
28,0.1785,0.00571,31.2609,cl,0.1785,0.1785,0,0
29,,,0,cl,-1,-1,1,1
30,0.0994,0.00592,16.7905,cl,0.0994,0.0994,0,0
31,0.1062,0.00578,18.3737,cl,0.1062,0.1062,0,0
32,,,0,cl,-1,-1,1,1
33,,,0,cl,-1,-1,1,1
34,,,0,cl,-1,-1,1,1
35,,,0,cl,-1,-1,1,1
36,,,0,cl,-1,-1,1,1
37,,,0,cl,-1,-1,1,1
38,,,0,cl,-1,-1,1,1
39,,,0,cl,-1,-1,1,1
40,,,0,cl,-1,-1,1,1
41,0.195,0.00574,33.9721,cl,0.195,0.195,0,0
42,,,0,cl,-1,-1,1,1
43,,,0,cl,-1,-1,1,1
44,0.2632,0.00637,41.3187,cl,0.2632,0.2632,0,0
45,,,0,cl,-1,-1,1,1
46,,,0,cl,-1,-1,1,1
47,,,0,cl,-1,-1,1,1
48,,,0,cl,-1,-1,1,1
49,0.314,0.00707,44.413,cl,0.314,0.314,0,0
50,,,0,cl,-1,-1,1,1
51,0.315,0.00721,43.6893,cl,0.315,0.315,0,0
52,,,0,cl,-1,-1,1,1
53,,,0,cl,-1,-1,1,1
54,,,0,cl,-1,-1,1,1
55,,,0,cl,-1,-1,1,1
56,,,0,cl,-1,-1,1,1
57,,,0,cl,-1,-1,1,1
58,0.4099,0.008,51.2375,cl,0.4099,0.4099,0,0
59,,,0,cl,-1,-1,1,1
60,,,0,cl,-1,-1,1,1
61,0.3486,0.00777,44.8649,cl,0.3486,0.3486,0,0
62,0.3653,0.00819,44.6032,cl,0.3653,0.3653,0,0
63,0.3995,0.00853,46.8347,cl,0.3995,0.3995,0,0
64,,,0,cl,-1,-1,1,1
