Episode, CL, CD, cl_cd, Objective, Objective_Value, Reward, Invalid_code, Failed 
1,,,0,cl,-1,-1,1,1
2,,,0,cl,-1,-1,1,1
3,,,0,cl,-1,-1,1,1
4,,,0,cl,-1,-1,1,1
5,,,0,cl,-1,-1,1,1
6,,,0,cl,-1,-1,1,1
7,,,0,cl,-1,-1,1,1
8,,,0,cl,-1,-1,1,1
9,,,0,cl,-1,-1,1,1
10,0.0726,0.00631,11.5055,cl,0.0726,0.0726,0,0
11,,,0,cl,-1,-1,1,1
12,0.0809,0.00634,12.7603,cl,0.0809,0.0809,0,0
13,,,0,cl,-1,-1,1,1
14,0.0909,0.00644,14.1149,cl,0.0909,0.0909,0,0
15,,,0,cl,-1,-1,1,1
16,,,0,cl,-1,-1,1,1
17,,,0,cl,-1,-1,1,1
18,0.1082,0.00634,17.0662,cl,0.1082,0.1082,0,0
19,,,0,cl,-1,-1,1,1
20,,,0,cl,-1,-1,1,1
21,0.1658,0.00619,26.7851,cl,0.1658,0.1658,0,0
22,0.1955,0.00607,32.2076,cl,0.1955,0.1955,0,0
23,,,0,cl,-1,-1,1,1
24,,,0,cl,-1,-1,1,1
25,,,0,cl,-1,-1,1,1
26,,,0,cl,-1,-1,1,1
27,,,0,cl,-1,-1,1,1
28,0.1756,0.00631,27.8288,cl,0.1756,0.1756,0,0
29,,,0,cl,-1,-1,1,1
30,0.2287,0.00654,34.9694,cl,0.2287,0.2287,0,0
31,0.2071,0.00649,31.9106,cl,0.2071,0.2071,0,0
32,,,0,cl,-1,-1,1,1
33,,,0,cl,-1,-1,1,1
34,,,0,cl,-1,-1,1,1
35,,,0,cl,-1,-1,1,1
36,0.1601,0.00696,23.0029,cl,0.1601,0.1601,0,0
37,,,0,cl,-1,-1,1,1
38,,,0,cl,-1,-1,1,1
39,0.1141,0.00708,16.1158,cl,0.1141,0.1141,0,0
40,,,0,cl,-1,-1,1,1
41,0.0149,0.00708,2.10452,cl,0.0149,0.0149,0,0
42,,,0,cl,-1,-1,1,1
43,-0.026,0.00711,-3.65682,cl,-0.026,-0.026,0,0
44,-0.0351,0.00712,-4.92978,cl,-0.0351,-0.0351,0,0
45,-0.0575,0.00723,-7.95297,cl,-0.0575,-0.0575,0,0
46,-0.039,0.00741,-5.26316,cl,-0.039,-0.039,0,0
47,,,0,cl,-1,-1,1,1
48,,,0,cl,-1,-1,1,1
49,-0.0049,0.00698,-0.702006,cl,-0.0049,-0.0049,0,0
50,,,0,cl,-1,-1,1,1
51,-0.0897,0.00726,-12.3554,cl,-0.0897,-0.0897,0,0
52,,,0,cl,-1,-1,1,1
53,,,0,cl,-1,-1,1,1
54,,,0,cl,-1,-1,1,1
55,,,0,cl,-1,-1,1,1
56,,,0,cl,-1,-1,1,1
57,,,0,cl,-1,-1,1,1
58,,,0,cl,-1,-1,1,1
59,,,0,cl,-1,-1,1,1
60,-0.1094,0.00746,-14.6649,cl,-0.1094,-0.1094,0,0
61,-0.0577,0.00721,-8.00277,cl,-0.0577,-0.0577,0,0
62,-0.1032,0.00734,-14.0599,cl,-0.1032,-0.1032,0,0
63,-0.1344,0.00714,-18.8235,cl,-0.1344,-0.1344,0,0
64,,,0,cl,-1,-1,1,1
