0.999416 0.001348
0.998286 0.001137
0.996707 0.001061
0.994669 0.001109
0.992165 0.001276
0.989190 0.001554
0.985737 0.001935
0.981803 0.002412
0.977387 0.002979
0.972485 0.003629
0.967099 0.004356
0.961228 0.005154
0.954875 0.006018
0.948042 0.006943
0.940733 0.007923
0.932952 0.008955
0.924705 0.010034
0.915998 0.011155
0.906838 0.012316
0.897232 0.013512
0.887191 0.014741
0.876721 0.015999
0.865835 0.017284
0.854542 0.018592
0.842853 0.019922
0.830781 0.021270
0.818338 0.022633
0.805537 0.024011
0.792392 0.025399
0.778916 0.026796
0.765124 0.028200
0.751031 0.029608
0.736652 0.031017
0.722004 0.032424
0.707102 0.033829
0.691963 0.035226
0.676604 0.036615
0.661041 0.037991
0.645294 0.039352
0.629378 0.040695
0.613312 0.042017
0.597115 0.043313
0.580804 0.044581
0.564397 0.045817
0.547915 0.047018
0.531374 0.048179
0.514794 0.049297
0.498194 0.050368
0.481593 0.051388
0.465009 0.052353
0.448462 0.053259
0.431969 0.054103
0.415550 0.054879
0.399224 0.055585
0.383009 0.056217
0.366922 0.056771
0.350983 0.057243
0.335210 0.057630
0.319619 0.057930
0.304229 0.058138
0.289057 0.058253
0.274120 0.058271
0.259434 0.058191
0.245016 0.058011
0.230882 0.057729
0.217047 0.057343
0.203527 0.056853
0.190336 0.056258
0.177489 0.055558
0.165000 0.054752
0.152882 0.053842
0.141149 0.052828
0.129812 0.051711
0.118884 0.050492
0.108377 0.049172
0.098302 0.047755
0.088668 0.046240
0.079487 0.044632
0.070767 0.042931
0.062518 0.041139
0.054747 0.039259
0.047464 0.037293
0.040676 0.035242
0.034389 0.033106
0.028610 0.030886
0.023345 0.028583
0.018599 0.026194
0.014379 0.023718
0.010687 0.021151
0.007530 0.018489
0.004910 0.015723
0.002832 0.012847
0.001299 0.009848
0.000314 0.006714
-0.000120 0.003429
0.000000 -0.000027
-0.000927 -0.003355
-0.001161 -0.006597
-0.000715 -0.009675
0.000400 -0.012614
0.002172 -0.015432
0.004589 -0.018145
0.007639 -0.020766
0.011308 -0.023304
0.015586 -0.025767
0.020458 -0.028161
0.025911 -0.030488
0.031934 -0.032750
0.038511 -0.034948
0.045631 -0.037082
0.053279 -0.039149
0.061442 -0.041148
0.070106 -0.043077
0.079256 -0.044931
0.088879 -0.046707
0.098961 -0.048403
0.109487 -0.050014
0.120442 -0.051537
0.131813 -0.052969
0.143583 -0.054305
0.155738 -0.055545
0.168263 -0.056684
0.181143 -0.057720
0.194363 -0.058652
0.207906 -0.059479
0.221757 -0.060197
0.235901 -0.060808
0.250321 -0.061311
0.265001 -0.061706
0.279926 -0.061992
0.295078 -0.062172
0.310442 -0.062246
0.326000 -0.062216
0.341736 -0.062083
0.357634 -0.061850
0.373675 -0.061520
0.389844 -0.061095
0.406122 -0.060578
0.422493 -0.059972
0.438939 -0.059281
0.455443 -0.058508
0.471987 -0.057656
0.488553 -0.056731
0.505124 -0.055735
0.521682 -0.054672
0.538210 -0.053547
0.554689 -0.052363
0.571102 -0.051125
0.587431 -0.049837
0.603658 -0.048502
0.619766 -0.047125
0.635737 -0.045709
0.651553 -0.044260
0.667197 -0.042779
0.682653 -0.041273
0.697902 -0.039743
0.712927 -0.038195
0.727713 -0.036632
0.742242 -0.035057
0.756499 -0.033475
0.770467 -0.031889
0.784131 -0.030302
0.797475 -0.028719
0.810485 -0.027143
0.823147 -0.025578
0.835446 -0.024027
0.847369 -0.022495
0.858904 -0.020984
0.870038 -0.019499
0.880759 -0.018043
0.891058 -0.016621
0.900923 -0.015235
0.910345 -0.013891
0.919317 -0.012592
0.927830 -0.011341
0.935878 -0.010142
0.943455 -0.009000
0.950558 -0.007918
0.957182 -0.006899
0.963325 -0.005946
0.968987 -0.005064
0.974169 -0.004253
0.978871 -0.003517
0.983098 -0.002857
0.986854 -0.002275
0.990146 -0.001771
0.992983 -0.001345
0.995373 -0.000994
0.997330 -0.000718
0.998867 -0.000511
1.000000 -0.000368
