0.999416 0.001348
0.997550 0.001929
0.995244 0.002580
0.992495 0.003303
0.989300 0.004098
0.985654 0.004967
0.981557 0.005910
0.977005 0.006924
0.971999 0.008009
0.966537 0.009163
0.960620 0.010381
0.954248 0.011663
0.947424 0.013002
0.940150 0.014397
0.932429 0.015843
0.924265 0.017335
0.915662 0.018868
0.906626 0.020439
0.897163 0.022043
0.887279 0.023674
0.876981 0.025328
0.866279 0.027000
0.855180 0.028684
0.843694 0.030377
0.831831 0.032073
0.819602 0.033767
0.807017 0.035455
0.794089 0.037132
0.780830 0.038794
0.767253 0.040435
0.753371 0.042052
0.739198 0.043641
0.724749 0.045196
0.710038 0.046715
0.695082 0.048193
0.679894 0.049626
0.664492 0.051011
0.648892 0.052344
0.633112 0.053621
0.617167 0.054841
0.601075 0.055998
0.584855 0.057090
0.568524 0.058115
0.552101 0.059069
0.535604 0.059950
0.519051 0.060754
0.502462 0.061481
0.485855 0.062127
0.469249 0.062691
0.452665 0.063170
0.436120 0.063562
0.419635 0.063867
0.403229 0.064081
0.386921 0.064205
0.370731 0.064236
0.354677 0.064174
0.338780 0.064018
0.323059 0.063767
0.307532 0.063421
0.292218 0.062979
0.277137 0.062441
0.262306 0.061808
0.247745 0.061079
0.233470 0.060256
0.219500 0.059338
0.205853 0.058327
0.192544 0.057225
0.179590 0.056032
0.167007 0.054751
0.154811 0.053383
0.143016 0.051930
0.131637 0.050396
0.120686 0.048783
0.110177 0.047094
0.100120 0.045333
0.090527 0.043503
0.081408 0.041607
0.072770 0.039651
0.064622 0.037638
0.056969 0.035574
0.049817 0.033462
0.043167 0.031309
0.037023 0.029119
0.031383 0.026898
0.026246 0.024652
0.021607 0.022387
0.017461 0.020108
0.013799 0.017821
0.010609 0.015533
0.007879 0.013250
0.005592 0.010977
0.003728 0.008721
0.002264 0.006487
0.001176 0.004281
0.000432 0.002108
0.000000 -0.000027
0.000411 -0.004800
0.001422 -0.009473
0.003020 -0.013946
0.005194 -0.018221
0.007933 -0.022304
0.011226 -0.026195
0.015063 -0.029899
0.019433 -0.033416
0.024328 -0.036747
0.029737 -0.039896
0.035651 -0.042863
0.042061 -0.045649
0.048957 -0.048256
0.056330 -0.050686
0.064171 -0.052940
0.072470 -0.055022
0.081217 -0.056932
0.090404 -0.058673
0.100020 -0.060248
0.110055 -0.061661
0.120499 -0.062913
0.131341 -0.064009
0.142570 -0.064953
0.154176 -0.065748
0.166147 -0.066398
0.178471 -0.066908
0.191137 -0.067282
0.204131 -0.067524
0.217442 -0.067639
0.231055 -0.067633
0.244959 -0.067509
0.259138 -0.067273
0.273579 -0.066930
0.288268 -0.066484
0.303188 -0.065940
0.318326 -0.065303
0.333666 -0.064578
0.349191 -0.063769
0.364887 -0.062881
0.380735 -0.061918
0.396719 -0.060884
0.412822 -0.059784
0.429027 -0.058621
0.445316 -0.057400
0.461672 -0.056124
0.478075 -0.054796
0.494508 -0.053421
0.510952 -0.052000
0.527389 -0.050538
0.543800 -0.049037
0.560165 -0.047501
0.576467 -0.045932
0.592686 -0.044332
0.608803 -0.042705
0.624799 -0.041053
0.640656 -0.039379
0.656354 -0.037686
0.671876 -0.035976
0.687201 -0.034253
0.702313 -0.032518
0.717194 -0.030776
0.731824 -0.029029
0.746188 -0.027280
0.760269 -0.025534
0.774049 -0.023794
0.787512 -0.022065
0.800644 -0.020349
0.813429 -0.018653
0.825853 -0.016980
0.837903 -0.015336
0.849566 -0.013726
0.860829 -0.012156
0.871682 -0.010632
0.882114 -0.009159
0.892117 -0.007745
0.901682 -0.006396
0.910803 -0.005118
0.919474 -0.003918
0.927690 -0.002803
0.935448 -0.001780
0.942747 -0.000855
0.949587 -0.000035
0.955970 0.000675
0.961897 0.001268
0.967376 0.001742
0.972412 0.002090
0.977014 0.002311
0.981193 0.002402
0.984963 0.002364
0.988338 0.002197
0.991336 0.001905
0.993977 0.001493
0.996284 0.000969
0.998283 0.000344
1.000000 -0.000368
